LIB,Sample,PInumber,ISnum,WASAP,PlantName,Population,DuplicateLIBdecision,FilterMissing,Proportion.Missing,Proportion.Heterozygous,InbreedCoefficent,Kmeans_cluster,Germplasm,BotanicalType,CountryOrigin,Region,lat,lon,Elevation,Continent
SAMEA12302690,PI533964,PI533964,NA,NA,"Safara, Kordafan",SAP,keep,NA,0.087994326,0.015891598,1.083684,9,Breeding,Caudatum,Sudan,NA,12.862823,30.217652,NA,Africa
SAMEA12302691,PI656106,PI656106,NA,NA,SC 695,SAP,NA,NA,0.078736486,0.012494016,1.005381,9,Breeding,NA,NA,NA,NA,NA,NA,NA
SAMEA12302692,PI597968,PI597968,NA,NA,SAP-168,SAP,keep,NA,0.103440403,0.01806881,1.079618,5,Breeding,Guinea-Caudatum,United States,Texas,NA,NA,NA,Americas
SAMEA12302693,PI533996,PI533996,NA,NA,Hamaisi 38,SAP,NA,NA,0.088971551,0.0116629,1.000498,9,Breeding,Durra-Caudatum,NA,NA,NA,NA,NA,NA
SAMEA12302694,PI653617,PI653617,NA,NA,KELLER,SAP,unresolved,NA,0.070808657,0.010178892,1.059206,9,NA,NA,United States,Mississippi,NA,NA,NA,Americas
SAMEA12302695,PI656070,PI656070,NA,NA,SC 748-5,SAP,NA,NA,0.078019013,0.013704854,1.019707,9,NA,NA,NA,NA,NA,NA,NA,NA
SAMEA12302696,PI656069,PI656069,NA,NA,SC 326-6,SAP,NA,NA,0.09989131,0.010448099,0.973721,9,NA,NA,NA,NA,NA,NA,NA,NA
SAMEA12302697,PI48770,PI48770,NA,NA,WHITE KAFIR,SAP,NA,NA,0.070610439,0.013200888,1.111906,16,NA,Kafir,South Africa,Cape Province,NA,NA,NA,Africa
SAMEA12302698,PI533948,PI533948,NA,NA,Nebraska 6350,SAP,NA,NA,0.431401564,0.00612117,0.619595,16,Breeding,Guinea-Kafir,United States,NA,NA,NA,NA,Americas
SAMEA12302699,PI533955,PI533955,NA,NA,P 3749 Q2/5/62,SAP,NA,NA,0.163736219,0.009665554,1.026389,16,Breeding,Kafir-Caudatum,South Africa,NA,NA,NA,NA,Africa
SAMEA12302701,PI576340,PI576340,NA,NA,Nkuli Swaziland,SAP,NA,NA,0.158867651,0.008471616,1.027972,16,Breeding,Kafir-Caudatum,South Africa,NA,NA,NA,NA,Africa
SAMEA12302702,PI576352,PI576352,NA,NA,Marupantse,SAP,NA,NA,0.135640052,0.008966869,1.052408,16,Breeding,Kafir-Caudatum,Botswana,NA,NA,NA,NA,Africa
SAMEA12302703,PI576422,PI576422,NA,NA,SAP-141,SAP,NA,NA,0.15350634,0.008474667,1.022284,16,Breeding,Kafir,South Africa,NA,NA,NA,NA,Africa
SAMEA12302704,PI595702,PI595702,NA,NA,SAP-311,SAP,NA,NA,0.139691484,0.008997525,1.056762,16,Breeding,Kafir-Caudatum,United States,Texas,NA,NA,NA,Americas
SAMEA12302705,PI641836,PI641836,NA,NA,ROX ORANGE,SAP,NA,NA,0.080251211,0.013228246,1.190734,16,NA,NA,NA,NA,NA,NA,NA,NA
SAMEA12302706,PI655970,PI655970,NA,NA,Standard Blackhull Kafir,SAP,NA,NA,0.06993778,0.009804535,1.122301,16,Breeding,NA,United States,Kansas,NA,NA,NA,Americas
SAMEA12302707,PI655974,PI655974,NA,NA,TEXAS BLACKHULL KAFIR,SAP,NA,NA,0.073003169,0.010443022,1.123266,16,NA,NA,United States,Texas,NA,NA,NA,Americas
SAMEA12302708,PI655983,PI655983,NA,NA,SUGAR DRIP,SAP,NA,NA,0.092759653,0.012418004,1.192473,16,NA,NA,NA,NA,NA,NA,NA,NA
SAMEA12302709,PI655992,PI655992,NA,NA,TX 3197 (COMB KAFIR 60) B LINE,SAP,NA,NA,0.071591019,0.009997324,1.114758,16,NA,NA,United States,Texas,NA,NA,NA,Americas
SAMEA12302711,PI656060,PI656060,NA,NA,QL3-TEXAS,SAP,NA,NA,0.072689758,0.010989581,1.132415,16,Breeding,NA,NA,NA,NA,NA,NA,NA
SAMEA12302712,PI533937,PI533937,NA,NA,AS 4136 Masaka Luwemba,SAP,NA,NA,0.20095271,0.008567431,0.97379,16,Breeding,Kafir,Rhodesia,NA,NA,NA,NA,Africa
SAMEA12302713,PI655988,PI655988,NA,NA,COMBINE KAFIR-60,SAP,remove,NA,0.089798891,0.007590487,1.093089,16,NA,NA,United States,Texas,NA,NA,NA,Americas
SAMEA12302714,PI656023,PI656023,NA,NA,Segaolane,SAP,remove,NA,0.083253541,0.012562777,1.127053,16,NA,NA,NA,NA,NA,NA,NA,NA
SAMEA12302715,PI655972,PI655972,NA,NA,PINK KAFIR,SAP,remove,NA,0.089587196,0.013056533,1.143562,16,NA,NA,United States,Kansas,NA,NA,NA,Americas
SAMEA12302716,PI35038,PI35038,NA,NA,SUMAC,SAP,remove,NA,0.093854233,0.013092095,1.196129,16,NA,Caudatum,United States,Texas,37.09024,-95.712891,NA,Americas
SAMEA12302717,PI576339,PI576339,NA,NA,SAP-312,SAP,NA,NA,0.097326124,0.011564556,1.138152,16,Breeding,Kafir-Caudatum,Zimbabwe,NA,NA,NA,NA,Africa
SAMEA12302718,PI655976,PI655976,NA,NA,RED KAFIR,SAP,NA,NA,0.085257294,0.014012318,1.145153,16,NA,NA,United States,Kansas,NA,NA,NA,Americas
SAMEA12302719,PI656022,PI656022,NA,NA,BTx615,SAP,NA,NA,0.084754401,0.009406099,1.112683,16,Breeding,NA,United States,Texas,NA,NA,NA,Americas
SAMEA12302720,PI656061,PI656061,NA,NA,QL3(India),SAP,NA,NA,0.095988847,0.011999599,1.13288,16,Cultivar,NA,India,NA,NA,NA,NA,Asia
SAMEA12302721,PI655991,PI655991,NA,NA,TX 378 (REDLAN) B LINE,SAP,keep,NA,0.069929544,0.015315132,1.109568,16,NA,NA,United States,Texas,NA,NA,NA,Americas
SAMEA12302722,PI656028,PI656028,NA,NA,Town,SAP,NA,NA,0.099138592,0.011518009,1.11991,16,Cultivar,NA,Botswana,NA,NA,NA,NA,Africa
SAMEA12302723,PI576364,PI576364,NA,NA,Chari Uri,SAP,NA,NA,0.144996003,0.009421853,1.088744,16,Breeding,Caudatum,India,NA,NA,NA,NA,Asia
SAMEA12302724,PI656038,PI656038,IS8525(J),NA,IS8525(J),SAP,NA,NA,0.078256581,0.01338374,1.157279,16,Cultivar,NA,NA,NA,NA,NA,NA,NA
SAMEA12302725,PI576332,PI576332,NA,NA,SAP-287,SAP,NA,NA,0.155477898,0.009931575,1.157402,16,Breeding,Bicolor,China,NA,NA,NA,NA,Asia
SAMEA12302726,PI655987,PI655987,NA,NA,MARTIN,SAP,NA,NA,0.223961072,0.006831983,0.877033,16,NA,NA,United States,Texas,NA,NA,NA,Americas
SAMEA12302727,PI533936,PI533936,NA,NA,1903 AS 4633,SAP,NA,NA,0.138697899,0.010232489,1.086709,16,Breeding,Guinea,Tanzania,NA,NA,NA,NA,Africa
SAMEA12302728,PI533979,PI533979,NA,NA,Bulfontein White Kafir Corn DL/60/133,SAP,NA,NA,0.136542071,0.010685979,1.04756,16,Breeding,Kafir,South Africa,NA,NA,NA,NA,Africa
SAMEA12302729,PI655975,PI655975,NA,NA,WHEATLAND,SAP,NA,NA,0.20919944,0.00857472,0.977287,16,NA,NA,United States,NA,NA,NA,NA,Americas
SAMEA12302730,PI656018,PI656018,NA,NA,BTx2752,SAP,NA,NA,0.16768771,0.007927625,1.114184,8,Breeding,NA,United States,Texas,NA,NA,NA,Americas
SAMEA12302731,PI655993,PI655993,NA,NA,TX 399(DALHART RES WHTLND)B LN,SAP,NA,NA,0.07884555,0.011415631,1.128398,16,NA,NA,United States,Texas,NA,NA,NA,Americas
SAMEA12302732,PI576394,PI576394,NA,NA,Lambas,SAP,NA,NA,0.170270199,0.01090907,1.003431,16,Breeding,Caudatum,Sudan,NA,NA,NA,NA,Africa
SAMEA12302733,PI576345,PI576345,NA,NA,SAP-294,SAP,NA,NA,0.125239796,0.008632775,0.977663,16,Breeding,Kafir,South Africa,NA,NA,NA,NA,Africa
SAMEA12302734,PI566819,PI566819,NA,NA,DELLA,SAP,remove,NA,0.080698033,0.011747763,1.154998,16,Cultivar,NA,United States,Virginia,NA,NA,NA,Americas
SAMEA12302735,PI656049,PI656049,NA,NA,Marupantse,SAP,NA,NA,0.080132968,0.017334635,1.076951,16,Cultivar,NA,Botswana,NA,NA,NA,NA,Africa
SAMEA12302737,PI656005,PI656005,NA,NA,01MN1589-B,SAP,NA,NA,0.18807767,0.011646336,1.008917,16,Breeding,NA,United States,Kansas,NA,NA,NA,Americas
SAMEA12302738,PI655989,PI655989,NA,NA,REDBINE-60,SAP,NA,NA,0.067578659,0.009378353,1.065862,8,Cultivar,NA,United States,Texas,NA,NA,NA,Americas
SAMEA12302739,PI534097,PI534097,NA,NA,HC 6028,SAP,NA,NA,0.447300591,0.010672431,0.637315,16,Breeding,Kafir,Japan,NA,NA,NA,NA,Asia
SAMEA12302740,PI656020,PI656020,NA,NA,BTx406,SAP,remove,NA,0.11319695,0.00915777,1.14402,8,Breeding,NA,United States,Texas,NA,NA,NA,Americas
SAMEA12302741,PI533940,PI533940,NA,NA,AS 4601 Pawaga,SAP,keep,NA,0.143928904,0.010336672,1.024228,16,Breeding,Bicolor,Tanzania,NA,NA,NA,NA,Africa
SAMEA12302742,PI656042,PI656042,NA,NA,NSA440 - KARPER,SAP,NA,NA,0.089483761,0.013812638,1.131981,16,Cultivar,NA,NA,NA,NA,NA,NA,NA
SAMEA12302744,PI629059,PI629059,NA,NA,BTx2928,SAP,remove,NA,0.096678533,0.009037645,1.00187,9,Breeding,NA,United States,Texas,NA,NA,NA,Americas
SAMEA12302745,PI656019,PI656019,NA,NA,BTx3042,SAP,NA,NA,0.07234174,0.010206446,1.080798,8,Breeding,NA,United States,Texas,NA,NA,NA,Americas
SAMEA12302746,PI561072,PI561072,NA,NA,A/BTxARG-1,SAP,unresolved,NA,0.093220507,0.014501339,1.194888,16,Breeding,NA,United States,Texas,NA,NA,NA,Americas
SAMEA12302747,PI641824,PI641824,NA,NA,KANSAS ORANGE,SAP,remove,NA,0.107930116,0.018119089,1.173869,16,NA,NA,NA,NA,NA,NA,NA,NA
SAMEA12302748,PI534054,PI534054,NA,NA,194 Kano,SAP,keep,NA,0.236750064,0.008290605,0.892026,9,Breeding,Kafir-Caudatum,Kenya,NA,NA,NA,NA,Africa
SAMEA12302749,PI655982,PI655982,NA,NA,SAP-380,SAP,NA,NA,0.072305358,0.007731177,1.042144,9,NA,NA,Australia,NA,NA,NA,NA,Oceania
SAMEA12302750,PI552861,PI552861,NA,NA,A/BTx631,SAP,NA,NA,0.090958471,0.006723388,0.958858,9,Breeding,NA,United States,Texas,NA,NA,NA,Americas
SAMEA12302751,PI641849,PI641849,NA,NA,WACONIA,SAP,NA,NA,0.12424183,0.020553592,1.287441,15,NA,NA,NA,NA,NA,NA,NA,NA
SAMEA12302752,PI656112,PI656112,NA,NA,SC 1215,SAP,NA,NA,0.099767466,0.01565231,1.114063,16,Breeding,NA,NA,NA,NA,NA,NA,NA
SAMEA12302753,PI656063,PI656063,NA,NA,BQL41,SAP,NA,NA,0.076628382,0.012457804,1.010985,9,NA,NA,NA,NA,NA,NA,NA,NA
SAMEA12302754,PI656007,PI656007,NA,NA,R9188,SAP,NA,NA,0.09536161,0.011595202,1.033332,9,Cultivar,NA,NA,NA,NA,NA,NA,NA
SAMEA12302755,PI656032,PI656032,NA,NA,CE260-12-1-1,SAP,NA,NA,0.114656852,0.020392777,1.156422,7,Cultivar,NA,Senegal,NA,NA,NA,NA,Africa
SAMEA12302756,PI329440,PI329440,NA,NA,Mashila,SAP,remove,NA,0.096822538,0.016630142,1.150885,8,NA,Other,Eritrea,NA,15.31999969,38.91999817,NA,Africa
SAMEA12302757,PI656058,PI656058,NA,NA,P9517,SAP,NA,NA,0.083351458,0.011664573,1.144949,8,Breeding,NA,Indiana,NA,NA,NA,NA,Asia
SAMEA12302758,PI655984,PI655984,NA,NA,CHILTEX,SAP,NA,NA,0.132278473,0.01491161,1.122634,19,NA,NA,United States,Texas,NA,NA,NA,Americas
SAMEA12302759,PI564163,PI564163,NA,NA,BTx623,SAP,remove,NA,0.018516735,0.001438057,0.946587,14,Cultivar,NA,United States,NA,NA,NA,NA,Americas
SAMEA12302760,PI655994,PI655994,NA,NA,WILEY,SAP,NA,NA,0.090195854,0.021837594,1.042139,5,NA,NA,United States,Maryland,NA,NA,NA,Americas
SAMEA12302761,PI595743,PI595743,NA,NA,SAP-154,SAP,NA,NA,0.083701167,0.014727832,1.164334,8,Breeding,Guinea-Caudatum,United States,Texas,NA,NA,NA,Americas
SAMEA12302762,PI17548,PI17548,NA,NA,RED AMBER,SAP,NA,NA,0.104974124,0.014762848,1.254007,15,NA,NA,Australia,New South Wales,NA,NA,NA,Oceania
SAMEA12302763,PI656080,PI656080,NA,NA,SC 1429,SAP,NA,NA,0.085318995,0.015466789,1.162611,7,Breeding,NA,NA,NA,NA,NA,NA,NA
SAMEA12302764,PI576373,PI576373,NA,NA,SAP-325,SAP,NA,NA,0.234775927,0.010054722,0.870659,9,Breeding,Caudatum-Bicolor,Japan,NA,NA,NA,NA,Asia
SAMEA12302765,PI597958,PI597958,NA,NA,SAP-197,SAP,NA,NA,0.162194318,0.010108934,1.091207,9,Breeding,Kafir-Caudatum,United States,Texas,NA,NA,NA,Americas
SAMEA12302766,PI656052,PI656052,NA,NA,N250B,SAP,NA,NA,0.086500538,0.011855078,1.167113,8,Breeding,NA,United States,Nebraska,NA,NA,NA,Americas
SAMEA12302767,PI642793,PI642793,NA,NA,BTx641,SAP,remove,NA,0.204871424,0.009301167,0.922893,14,Breeding,NA,United States,Texas,NA,NA,NA,Americas
SAMEA12302768,PI533869,PI533869,NA,NA,Msumbji SB 117,SAP,remove,NA,0.169607051,0.013225917,1.110699,7,Breeding,Guinea,Tanzania,NA,NA,NA,NA,Africa
SAMEA12302769,PI533855,PI533855,NA,NA,Chanan Singoo,SAP,NA,NA,0.088306822,0.021525015,1.104995,7,Breeding,Guinea-Bicolor,India,NA,NA,NA,NA,Asia
SAMEA12302771,PI656053,PI656053,NA,NA,N290B,SAP,NA,NA,0.046960976,0.007283348,1.062613,9,Breeding,NA,United States,Nebraska,NA,NA,NA,Americas
SAMEA12302772,PI533902,PI533902,NA,NA,"Orange No. l, Baijo",SAP,unresolved,NA,0.144329444,0.026069646,1.217556,16,Breeding,Durra-Bicolor,Ethiopia,NA,NA,NA,NA,Africa
SAMEA12302774,PI597949,PI597949,NA,NA,SAP-146,SAP,NA,NA,0.112166622,0.017488074,1.165155,7,Breeding,Guinea,United States,Texas,NA,NA,NA,Americas
SAMEA12302775,PI533845,PI533845,NA,NA,EC 18246 (preconverted),SAP,NA,NA,0.192639705,0.013886629,1.146133,7,Breeding,NA,Nepal,NA,NA,NA,NA,Asia
SAMEA12302776,PI656000,PI656000,NA,NA,RTx432,SAP,NA,NA,0.035807364,0.004589379,0.977677,9,Breeding,NA,United States,Texas,NA,NA,NA,Americas
SAMEA12302777,PI656111,PI656111,NA,NA,SC 971,SAP,remove,NA,0.125215088,0.015125514,1.059044,9,Breeding,NA,NA,NA,NA,NA,NA,NA
SAMEA12302778,PI533997,PI533997,NA,NA,MN 1592 (preconverted),SAP,NA,NA,0.098054106,0.01693217,1.187274,9,Breeding,Guinea-Durra,NA,NA,NA,NA,NA,NA
SAMEA12302779,PI533956,PI533956,NA,NA,MN 586 (preconverted),SAP,remove,NA,0.107227175,0.018448328,1.243351,1,Breeding,Durra-Bicolor,Congo,NA,-4.038333,21.758663,NA,Africa
SAMEA12302780,PI653616,PI653616,NA,NA,WRAY,SAP,remove,NA,0.122767092,0.012807823,1.044522,9,NA,NA,United States,Mississippi,NA,NA,NA,Americas
SAMEA12302781,PI595744,PI595744,NA,NA,SAP-157,SAP,NA,NA,0.094321188,0.012189537,1.031184,19,Breeding,Kafir-Caudatum,United States,Texas,NA,NA,NA,Americas
SAMEA12302782,PI576337,PI576337,NA,NA,SAP-280,SAP,keep,NA,0.195773727,0.021749832,0.762981,8,Breeding,NA,Uganda,NA,NA,NA,NA,Africa
SAMEA12302783,PI533821,PI533821,NA,NA,AS4660 Kikuma,SAP,NA,NA,0.14251767,0.014077023,1.051318,1,Breeding,Caudatum,Tanzania,NA,NA,NA,NA,Africa
SAMEA12302784,PI656016,PI656016,NA,NA,B KS66,SAP,NA,NA,0.187911121,0.007122554,0.908853,14,Breeding,NA,United States,Kansas,NA,NA,NA,Americas
SAMEA12302785,PI597950,PI597950,NA,NA,SAP-250,SAP,NA,NA,0.09320337,0.01845788,1.137889,7,Breeding,Guinea-Durra,United States,Texas,NA,NA,NA,Americas
SAMEA12302786,PI597946,PI597946,NA,NA,SAP-286,SAP,remove,NA,0.105142504,0.01902618,1.272738,5,Breeding,Guinea-Bicolor,Kenya,NA,-1.169999957,36.47999954,NA,Africa
SAMEA12302787,PI656083,PI656083,NA,NA,SC 1451,SAP,NA,NA,0.055339786,0.041854623,0.604948,9,Breeding,NA,NA,NA,NA,NA,NA,NA
SAMEA12302788,PI656102,PI656102,NA,NA,SC 59,SAP,NA,NA,0.45682373,0.009570109,0.643182,1,Breeding,NA,NA,NA,NA,NA,NA,NA
SAMEA12302789,PI656006,PI656006,NA,NA,88V1080,SAP,NA,NA,0.108408108,0.015093438,1.063051,14,Breeding,NA,United States,Texas,NA,NA,NA,Americas
SAMEA12302790,PI533927,PI533927,NA,NA,J.A.T.S. #67,SAP,NA,NA,0.212941898,0.015112522,1.167757,7,Breeding,Bicolor,Ethiopia,NA,NA,NA,NA,Africa
SAMEA12302791,PI533915,PI533915,NA,NA,No. 755 Muzeba,SAP,NA,NA,0.20923585,0.01070911,0.970268,1,Breeding,NA,Kenya,NA,NA,NA,NA,Africa
SAMEA12302792,PI534163,PI534163,NA,NA,Rexx,SAP,remove,NA,0.091819006,0.015944112,1.122178,9,Breeding,Caudatum,United States,NA,NA,NA,NA,Americas
SAMEA12302793,PI533957,PI533957,NA,NA,MN 707 (preconverted),SAP,NA,NA,0.150006329,0.018788298,1.183768,1,Breeding,Caudatum,NA,NA,NA,NA,NA,NA
SAMEA12302794,PI533843,PI533843,NA,NA,SV 34,SAP,NA,NA,0.153408284,0.01833021,1.225047,9,Breeding,NA,India,NA,NA,NA,NA,Asia
SAMEA12302795,PI656120,PI656120,NA,NA,SC 790,SAP,NA,NA,0.12403166,0.014109846,1.105545,9,Breeding,NA,NA,NA,NA,NA,NA,NA
SAMEA12302796,PI576348,PI576348,NA,NA,SAP-341,SAP,NA,NA,0.208287355,0.020629237,1.049857,3,Breeding,Bicolor,United States,NA,NA,NA,NA,Americas
SAMEA12302797,PI533939,PI533939,NA,NA,AS 4055 N Kambwa,SAP,NA,NA,0.093049132,0.021278884,1.014364,9,Breeding,Caudatum,Ethiopia,NA,NA,NA,NA,Africa
SAMEA12302798,PI533924,PI533924,NA,NA,"R3,121",SAP,keep,NA,0.116087415,0.020146002,1.556087,11,Breeding,NA,Ethiopia,NA,NA,NA,NA,Africa
SAMEA12302799,PI656087,PI656087,NA,NA,SC 1476,SAP,NA,NA,0.091906717,0.01448271,1.097774,19,Breeding,NA,NA,NA,NA,NA,NA,NA
SAMEA12302800,PI576350,PI576350,NA,NA,SAP-417,SAP,NA,NA,0.095228586,0.048787676,0.931491,9,Breeding,NA,United States,NA,NA,NA,NA,Americas
SAMEA12302801,PI534139,PI534139,NA,NA,Tuery 11,SAP,NA,NA,0.18464047,0.012025088,1.082383,1,Breeding,Guinea-Caudatum,Sudan,NA,NA,NA,NA,Africa
SAMEA12302802,PI595740,PI595740,NA,NA,SAP-133,SAP,NA,NA,0.084462177,0.030245091,0.824059,14,Breeding,Caudatum,United States,Texas,NA,NA,NA,Americas
SAMEA12302803,PI534116,PI534116,NA,NA,Mashica,SAP,NA,NA,0.153488287,0.019618668,1.532849,11,Breeding,Durra-Bicolor,Ethiopia,NA,14.13000011,38.70999908,NA,Africa
SAMEA12302804,PI576399,PI576399,IS3515C,NA,IS3515C,SAP,keep,NA,0.125142102,0.014223703,1.091529,1,Breeding,Caudatum,Sudan,NA,10.5,30.44000053,NA,Africa
SAMEA12302805,PI655999,PI655999,NA,NA,TX2784,SAP,NA,NA,0.175570559,0.025362447,1.343417,3,NA,NA,United States,Texas,NA,NA,NA,Americas
SAMEA12302806,PI533863,PI533863,NA,NA,740 Oua Berr,SAP,remove,NA,0.129839932,0.015756908,1.051855,9,Breeding,Kafir,Chad,NA,15.454166,18.732206,NA,Africa
SAMEA12302808,PI533913,PI533913,NA,NA,Nyan Dok,SAP,NA,NA,0.11287913,0.018446705,1.316976,1,Breeding,Guinea-Caudatum,Sudan,NA,NA,NA,NA,Africa
SAMEA12302809,PI533991,PI533991,NA,NA,Sinidyil 177,SAP,NA,NA,0.10731167,0.011829636,0.999912,9,Breeding,Guinea-Caudatum,South Sudan,NA,4.239999771,32.33000183,NA,Africa
SAMEA12302810,PI576366,PI576366,NA,NA,Jowar Red Jankinagar,SAP,unresolved,NA,0.121213433,0.015534609,1.122634,9,Breeding,Durra-Bicolor,India,NA,26.79999924,82.72000122,NA,Asia
SAMEA12302811,PI576347,PI576347,NA,NA,SAP-342,SAP,NA,NA,0.112602906,0.036652525,1.185866,19,Breeding,Bicolor,United States,NA,NA,NA,NA,Americas
SAMEA12302812,PI576349,PI576349,NA,NA,SAP-343,SAP,remove,NA,0.171422514,0.025055622,1.478011,3,Breeding,Bicolor,United States,NA,NA,NA,NA,Americas
SAMEA12302813,PI534138,PI534138,NA,NA,Matchikah,SAP,NA,remove,0.600680785,0.009736125,0.377051,NA,Breeding,Guinea-Caudatum,Sudan,NA,NA,NA,NA,Africa
SAMEA12302814,PI656116,PI656116,NA,NA,SC 1506,SAP,NA,NA,0.087138811,0.030193976,1.091235,9,Breeding,NA,NA,NA,NA,NA,NA,NA
SAMEA12302815,PI534144,PI534144,NA,NA,Kabutuwa,SAP,NA,NA,0.134636595,0.017108967,1.099651,1,Breeding,Durra-Caudatum,Uganda,NA,NA,NA,NA,Africa
SAMEA12302816,PI597952,PI597952,NA,NA,SAP-323,SAP,NA,NA,0.08095651,0.044307866,0.738673,9,Breeding,Caudatum,Sudan,NA,11,29.42000008,NA,Africa
SAMEA12302817,PI534046,PI534046,NA,NA,420 Kalatilansa,SAP,NA,NA,0.175061704,0.015427031,1.055506,1,Breeding,NA,NA,NA,NA,NA,NA,NA
SAMEA12302818,PI656085,PI656085,NA,NA,SC 1465,SAP,NA,NA,0.091140911,0.015556773,1.035595,9,Breeding,NA,NA,NA,NA,NA,NA,NA
SAMEA12302819,PI533838,PI533838,NA,NA,BA45 Faria Bonkum,SAP,NA,NA,0.104949638,0.020019487,1.161667,9,Breeding,NA,Nigeria,NA,NA,NA,NA,Africa
SAMEA12302820,PI655980,PI655980,NA,NA,Tx2785,SAP,NA,NA,0.160832055,0.018476046,1.292452,3,Breeding,NA,United States,Texas,NA,NA,NA,Americas
SAMEA12302821,PI656074,PI656074,NA,NA,SC 1218,SAP,remove,NA,0.13333301,0.014777962,1.004642,19,Breeding,NA,NA,NA,NA,NA,NA,NA
SAMEA12302822,PI651492,PI651492,NA,NA,COWLEY,SAP,NA,NA,0.119659192,0.0160555,1.019839,14,NA,NA,United States,Texas,NA,NA,NA,Americas
SAMEA12302823,PI656001,PI656001,NA,NA,TX2783,SAP,NA,NA,0.109722868,0.010099932,0.99524,9,NA,NA,United States,Texas,NA,NA,NA,Americas
SAMEA12302824,PI534123,PI534123,NA,NA,"No. 25 Gobo, Kaichama Ethiopia",SAP,keep,NA,0.181292202,0.014774712,1.357095,11,Breeding,Durra-Bicolor,Ethiopia,NA,9.300000191,42.13000107,NA,Africa
SAMEA12302825,PI533903,PI533903,NA,NA,No. 35 Mab,SAP,keep,NA,0.208685538,0.017182247,1.426959,11,Breeding,Bicolor,Ethiopia,NA,NA,NA,NA,Africa
SAMEA12302826,PI656121,PI656121,NA,NA,SC 947,SAP,NA,NA,0.125593167,0.015239214,1.10774,9,Breeding,NA,NA,NA,NA,NA,NA,NA
SAMEA12302827,PI585295,PI585295,NA,NA,Tx2907,SAP,NA,NA,0.118827719,0.012095515,1.101235,9,Breeding,NA,United States,Texas,NA,NA,NA,Americas
SAMEA12302828,PI656114,PI656114,NA,NA,SC 134,SAP,NA,NA,0.086026124,0.01974131,0.971766,9,Breeding,NA,NA,NA,NA,NA,NA,NA
SAMEA12302829,PI576437,PI576437,NA,NA,SAP-155,SAP,NA,NA,0.127032215,0.01495789,1.122642,1,Breeding,NA,Brazil,NA,NA,NA,NA,Americas
SAMEA12302830,PI629034,PI629034,NA,NA,RTx437,SAP,NA,NA,0.090260189,0.015466179,1.078965,9,Breeding,NA,United States,Texas,NA,NA,NA,Americas
SAMEA12302831,PI534137,PI534137,NA,NA,Budy,SAP,NA,NA,0.128604065,0.018887691,1.147377,19,Breeding,Caudatum,Sudan,NA,NA,NA,NA,Africa
SAMEA12302832,PI561071,PI561071,NA,NA,RTx436,SAP,keep,NA,0.123007211,0.015033048,1.011063,8,Breeding,NA,United States,Texas,NA,NA,NA,Americas
SAMEA12302833,PI533824,PI533824,NA,NA,Bonkum,SAP,NA,NA,0.266755839,0.013591949,1.035972,11,Breeding,Durra-Caudatum,Nigeria,NA,NA,NA,NA,Africa
SAMEA12302834,PI533911,PI533911,NA,NA,Kokla,SAP,keep,NA,0.097893463,0.016462003,1.122471,9,Breeding,Caudatum,Sudan,NA,13.03999996,30.20000076,NA,Africa
SAMEA12302835,PI655979,PI655979,NA,NA,Tx2741,SAP,remove,NA,0.094447251,0.016559297,1.099123,8,Breeding,NA,United States,Texas,NA,NA,NA,Americas
SAMEA12302836,PI597972,PI597972,NA,NA,SAP-398,SAP,NA,NA,0.128614631,0.015105251,1.202852,13,Breeding,NA,United States,Texas,NA,NA,NA,Americas
SAMEA12302837,PI656086,PI656086,NA,NA,SC 1471,SAP,NA,NA,0.107234884,0.018481039,1.175789,13,Breeding,NA,NA,NA,NA,NA,NA,NA
SAMEA12302838,PI533830,PI533830,NA,NA,Culum Brick,SAP,NA,NA,0.112473294,0.025415595,0.941857,9,Breeding,Caudatum,Sudan,NA,NA,NA,NA,Africa
SAMEA12302839,PI613536,PI613536,NA,NA,KS 115,SAP,NA,NA,0.128013405,0.014002134,1.00355,9,Breeding,NA,United States,Kansas,NA,NA,NA,Americas
SAMEA12302840,PI597973,PI597973,NA,NA,SAP-171,SAP,NA,NA,0.126796561,0.0145506,1.134131,13,Breeding,Durra-Bicolor,United States,Texas,NA,NA,NA,Americas
SAMEA12302841,PI540816,PI540816,NA,NA,Tx2882,SAP,NA,NA,0.164114047,0.012179747,0.92924,8,Breeding,NA,United States,Texas,NA,NA,NA,Americas
SRR8474573,SRR8474573,PI221624,NA,NA,MORI WHITE GLUME,TERRA_new,NA,remove,0.759921162,0.011957409,0.307517,NA,NA,Guinea,Nigeria,NA,NA,NA,NA,Africa
SRR8474574,SRR8474574,PI665121,IS4946,NA,NA,TERRA_new,NA,remove,0.864181502,0.011586643,0.148411,NA,Landrace,Durra,India,NA,20.456098,76.363728,NA,Asia
SRR8474575,SRR8474575,PI665123,IS5145,NA,NA,TERRA_new,NA,NA,0.413307858,0.016055143,0.825367,2,Landrace,Durra,India,NA,17.010001,81.730003,NA,Asia
SRR8474576,SRR8474576,PI152705,NA,NA,Kokla,TERRA_new,NA,remove,0.674315794,0.011945912,0.376896,NA,NA,Caudatum,Sudan,Kordofan,NA,NA,NA,Africa
SRR8474577,SRR8474577,PI665117,IS1340,NA,AS 4632,TERRA_new,NA,remove,0.862731722,0.009563085,0.131609,NA,Landrace,Caudatum,Tanzania,NA,NA,NA,NA,Africa
